ANO;MES;COD_MESO;COD_MICRO;COD_MUNICIPIO;COD_PRODUTO;PRECO;id_meso;codigo_meso;id_micro;codigo_micro;id_micro_meso;id_municipio;codigo_municipio;estado_id;id_produto;codigo_produto
2015;11;3;7;1704;1332080;;75;3;7;7;75;48;1704;18;612;1332080
2015;11;3;7;3163;1332080;;75;3;7;7;75;50;3163;18;612;1332080
2015;11;4;12;3403;1332080;;76;4;12;12;76;85;3403;18;612;1332080
2015;11;4;12;3809;1332080;;76;4;12;12;76;86;3809;18;612;1332080
2015;11;3;7;5069;1332080;;75;3;7;7;75;52;5069;18;612;1332080
2015;11;3;8;4609;1332120;;75;3;8;8;75;57;4609;18;648;1332120
2015;11;1;3;805;1332220;;73;1;3;3;73;25;805;18;712;1332220
2015;11;1;3;1506;1332220;;73;1;3;3;73;26;1506;18;712;1332220
2015;11;1;1;2108;1332220;;73;1;1;1;73;16;2108;18;712;1332220
2015;11;3;10;2405;1332220;;75;3;10;10;75;66;2405;18;712;1332220
2015;11;4;13;2801;1332220;;76;4;13;13;76;89;2801;18;712;1332220
2015;11;3;10;4203;1332220;;75;3;10;10;75;68;4203;18;712;1332220
2015;11;3;8;4955;1332220;;75;3;8;8;75;58;4955;18;712;1332220
2015;11;3;7;102;1332310;;75;3;7;7;75;46;102;18;736;1332310
2015;11;3;7;1159;1332310;;75;3;7;7;75;47;1159;18;736;1332310
2015;11;3;7;1902;1332310;;75;3;7;7;75;49;1902;18;736;1332310
2015;11;4;13;2801;1332310;;76;4;13;13;76;89;2801;18;736;1332310
2015;11;3;8;4559;1332310;;75;3;8;8;75;56;4559;18;736;1332310
2015;11;3;8;4955;1332330;;75;3;8;8;75;58;4955;18;757;1332330
2015;11;1;2;136;1332340;;73;1;2;2;73;18;136;18;761;1332340
2015;11;4;11;201;1332340;;76;4;11;11;76;70;201;18;761;1332340
2015;11;1;3;359;1332340;;73;1;3;3;73;24;359;18;761;1332340
2015;11;4;12;508;1332340;;76;4;12;12;76;79;508;18;761;1332340
2015;11;1;3;805;1332340;;73;1;3;3;73;25;805;18;761;1332340
2015;11;1;1;904;1332340;;73;1;1;1;73;15;904;18;761;1332340
2015;11;1;2;1001;1332340;;73;1;2;2;73;19;1001;18;761;1332340
2015;11;4;12;1407;1332340;;76;4;12;12;76;83;1407;18;761;1332340
2015;11;1;3;1506;1332340;;73;1;3;3;73;26;1506;18;761;1332340
2015;11;1;1;2108;1332340;;73;1;1;1;73;16;2108;18;761;1332340
2015;11;3;8;2702;1332340;;75;3;8;8;75;53;2702;18;761;1332340
2015;11;3;7;3163;1332340;;75;3;7;7;75;50;3163;18;761;1332340
2015;11;1;1;3304;1332340;;73;1;1;1;73;17;3304;18;761;1332340
2015;11;1;3;3353;1332340;;73;1;3;3;73;28;3353;18;761;1332340
2015;11;1;2;3908;1332340;;73;1;2;2;73;20;3908;18;761;1332340
2015;11;1;3;4005;1332340;;73;1;3;3;73;29;4005;18;761;1332340
2015;11;1;3;4658;1332340;;73;1;3;3;73;30;4658;18;761;1332340
2015;11;2;5;4906;1332340;;74;2;5;5;74;38;4906;18;761;1332340
2015;11;3;8;4955;1332340;;75;3;8;8;75;58;4955;18;761;1332340
2015;11;4;11;201;1332360;;76;4;11;11;76;70;201;18;765;1332360
2015;11;1;3;1506;1332360;;73;1;3;3;73;26;1506;18;765;1332360
2015;11;3;10;2405;1332360;;75;3;10;10;75;66;2405;18;765;1332360
2015;11;4;13;2801;1332360;;76;4;13;13;76;89;2801;18;765;1332360
2015;11;2;5;3056;1332360;;74;2;5;5;74;36;3056;18;765;1332360
2015;11;3;7;3163;1332360;;75;3;7;7;75;50;3163;18;765;1332360
2015;11;1;1;3304;1332360;;73;1;1;1;73;17;3304;18;765;1332360
2015;11;4;13;3320;1332360;;76;4;13;13;76;90;3320;18;765;1332360
2015;11;4;12;3403;1332360;;76;4;12;12;76;85;3403;18;765;1332360
2015;11;3;10;4401;1332360;;75;3;10;10;75;69;4401;18;765;1332360
2015;11;1;3;4658;1332360;;73;1;3;3;73;30;4658;18;765;1332360
2015;11;4;11;2553;1332410;;76;4;11;11;76;75;2553;18;799;1332410
2015;11;3;7;5069;1332410;;75;3;7;7;75;52;5069;18;799;1332410
2015;11;3;7;102;1333030;;75;3;7;7;75;46;102;18;670;1333030
2015;11;1;2;136;1333030;;73;1;2;2;73;18;136;18;670;1333030
2015;11;3;10;300;1333030;;75;3;10;10;75;64;300;18;670;1333030
2015;11;1;3;359;1333030;;73;1;3;3;73;24;359;18;670;1333030
2015;11;4;12;706;1333030;;76;4;12;12;76;80;706;18;670;1333030
2015;11;1;3;805;1333030;;73;1;3;3;73;25;805;18;670;1333030
2015;11;1;1;904;1333030;;73;1;1;1;73;15;904;18;670;1333030
2015;11;4;12;1209;1333030;;76;4;12;12;76;82;1209;18;670;1333030
2015;11;4;12;1407;1333030;;76;4;12;12;76;83;1407;18;670;1333030
2015;11;1;3;1506;1333030;;73;1;3;3;73;26;1506;18;670;1333030
2015;11;1;1;2108;1333030;;73;1;1;1;73;16;2108;18;670;1333030
2015;11;3;10;2405;1333030;;75;3;10;10;75;66;2405;18;670;1333030
2015;11;3;7;3163;1333030;;75;3;7;7;75;50;3163;18;670;1333030
2015;11;1;1;3304;1333030;;73;1;1;1;73;17;3304;18;670;1333030
2015;11;1;3;3353;1333030;;73;1;3;3;73;28;3353;18;670;1333030
2015;11;4;12;3403;1333030;;76;4;12;12;76;85;3403;18;670;1333030
2015;11;4;12;3809;1333030;;76;4;12;12;76;86;3809;18;670;1333030
2015;11;1;3;4005;1333030;;73;1;3;3;73;29;4005;18;670;1333030
2015;11;3;10;4401;1333030;;75;3;10;10;75;69;4401;18;670;1333030
2015;11;1;3;4658;1333030;;73;1;3;3;73;30;4658;18;670;1333030
2015;11;3;8;4955;1333030;;75;3;8;8;75;58;4955;18;670;1333030
2015;11;3;9;5200;1333030;;75;3;9;9;75;62;5200;18;670;1333030
2015;11;3;9;5200;1333030;;75;3;9;9;75;62;5200;18;670;1333030
2015;11;4;12;1407;1333050;;76;4;12;12;76;83;1407;18;785;1333050
2015;11;3;9;5002;1333050;;75;3;9;9;75;60;5002;18;785;1333050
2015;11;4;12;706;1340021;;76;4;12;12;76;80;706;18;638;1340021
