ANO;MES;COD_MESO;COD_MICRO;COD_MUNICIPIO;COD_PRODUTO;PRECO;id_meso;codigo_meso;id_micro;codigo_micro;id_micro_meso;id_municipio;codigo_municipio;estado_id;id_produto;codigo_produto
2015;11;4;12;1209;1340021;;76;4;12;12;76;82;1209;18;638;1340021
2015;11;3;7;1902;1340021;;75;3;7;7;75;49;1902;18;638;1340021
2015;11;3;7;102;1340022;;75;3;7;7;75;46;102;18;639;1340022
2015;11;3;7;102;1340022;;75;3;7;7;75;46;102;18;639;1340022
2015;11;4;12;706;1340022;;76;4;12;12;76;80;706;18;639;1340022
2015;11;4;12;706;1340022;;76;4;12;12;76;80;706;18;639;1340022
2015;11;1;2;136;1350010;;73;1;2;2;73;18;136;18;635;1350010
2015;11;1;2;136;1350010;;73;1;2;2;73;18;136;18;635;1350010
2015;11;4;11;201;1350010;;76;4;11;11;76;70;201;18;635;1350010
2015;11;1;3;805;1350010;;73;1;3;3;73;25;805;18;635;1350010
2015;11;1;1;904;1350010;;73;1;1;1;73;15;904;18;635;1350010
2015;11;1;2;1001;1350010;;73;1;2;2;73;19;1001;18;635;1350010
2015;11;1;3;1506;1350010;;73;1;3;3;73;26;1506;18;635;1350010
2015;11;1;1;2108;1350010;;73;1;1;1;73;16;2108;18;635;1350010
2015;11;3;10;2405;1350010;;75;3;10;10;75;66;2405;18;635;1350010
2015;11;3;10;2603;1350010;;75;3;10;10;75;67;2603;18;635;1350010
2015;11;3;7;3163;1350010;;75;3;7;7;75;50;3163;18;635;1350010
2015;11;1;3;3353;1350010;;73;1;3;3;73;28;3353;18;635;1350010
2015;11;1;3;3353;1350010;;73;1;3;3;73;28;3353;18;635;1350010
2015;11;4;12;3809;1350010;;76;4;12;12;76;86;3809;18;635;1350010
2015;11;1;3;4005;1350010;;73;1;3;3;73;29;4005;18;635;1350010
2015;11;1;3;4005;1350010;;73;1;3;3;73;29;4005;18;635;1350010
2015;11;3;10;4203;1350010;;75;3;10;10;75;68;4203;18;635;1350010
2015;11;3;8;4500;1350010;;75;3;8;8;75;55;4500;18;635;1350010
2015;11;3;8;4609;1350010;;75;3;8;8;75;57;4609;18;635;1350010
2015;11;1;3;4658;1350010;;73;1;3;3;73;30;4658;18;635;1350010
2015;11;3;8;4955;1350010;;75;3;8;8;75;58;4955;18;635;1350010
2015;11;1;1;169;1391060;;73;1;1;1;73;14;169;18;803;1391060
2015;11;1;3;359;1391060;;73;1;3;3;73;24;359;18;803;1391060
2015;11;4;12;508;1391060;;76;4;12;12;76;79;508;18;803;1391060
2015;11;3;10;2405;1391060;;75;3;10;10;75;66;2405;18;803;1391060
2015;11;1;3;3353;1391060;;73;1;3;3;73;28;3353;18;803;1391060
2015;11;2;4;3601;1391060;;74;2;4;4;74;32;3601;18;803;1391060
2015;11;1;3;4005;1391060;;73;1;3;3;73;29;4005;18;803;1391060
2015;11;4;13;4302;1391060;;76;4;13;13;76;91;4302;18;803;1391060
2015;11;1;3;4658;1391060;;73;1;3;3;73;30;4658;18;803;1391060
2015;11;3;9;5002;1391060;;75;3;9;9;75;60;5002;18;803;1391060
2015;11;1;2;136;1392010;;73;1;2;2;73;18;136;18;622;1392010
2015;11;1;1;169;1392010;;73;1;1;1;73;14;169;18;622;1392010
2015;11;4;11;201;1392010;;76;4;11;11;76;70;201;18;622;1392010
2015;11;1;3;359;1392010;;73;1;3;3;73;24;359;18;622;1392010
2015;11;4;12;706;1392010;;76;4;12;12;76;80;706;18;622;1392010
2015;11;1;1;904;1392010;;73;1;1;1;73;15;904;18;622;1392010
2015;11;4;12;1209;1392010;;76;4;12;12;76;82;1209;18;622;1392010
2015;11;1;3;1506;1392010;;73;1;3;3;73;26;1506;18;622;1392010
2015;11;1;1;2108;1392010;;73;1;1;1;73;16;2108;18;622;1392010
2015;11;4;12;3403;1392010;;76;4;12;12;76;85;3403;18;622;1392010
2015;11;1;3;4005;1392010;;73;1;3;3;73;29;4005;18;622;1392010
2015;11;3;8;4609;1392010;;75;3;8;8;75;57;4609;18;622;1392010
2015;11;3;8;4609;1392010;;75;3;8;8;75;57;4609;18;622;1392010
2015;11;1;2;5150;1392010;;73;1;2;2;73;22;5150;18;622;1392010
2015;11;3;9;5200;1392010;;75;3;9;9;75;62;5200;18;622;1392010
2015;11;3;7;102;1399060;;75;3;7;7;75;46;102;18;795;1399060
2015;11;4;11;201;1399060;;76;4;11;11;76;70;201;18;795;1399060
2015;11;3;10;300;1399060;;75;3;10;10;75;64;300;18;795;1399060
2015;11;4;12;706;1399060;;76;4;12;12;76;80;706;18;795;1399060
2015;11;4;12;1209;1399060;;76;4;12;12;76;82;1209;18;795;1399060
2015;11;4;12;1407;1399060;;76;4;12;12;76;83;1407;18;795;1399060
2015;11;3;7;1704;1399060;;75;3;7;7;75;48;1704;18;795;1399060
2015;11;2;6;2504;1399060;;74;2;6;6;74;41;2504;18;795;1399060
2015;11;2;6;3130;1399060;;74;2;6;6;74;42;3130;18;795;1399060
2015;11;3;7;3163;1399060;;75;3;7;7;75;50;3163;18;795;1399060
2015;11;2;6;3205;1399060;;74;2;6;6;74;43;3205;18;795;1399060
2015;11;4;12;3403;1399060;;76;4;12;12;76;85;3403;18;795;1399060
2015;11;4;12;3809;1399060;;76;4;12;12;76;86;3809;18;795;1399060
2015;11;3;10;4401;1399060;;75;3;10;10;75;69;4401;18;795;1399060
2015;11;3;7;5069;1399060;;75;3;7;7;75;52;5069;18;795;1399060
2015;11;3;9;5200;1399060;;75;3;9;9;75;62;5200;18;795;1399060
2015;11;3;7;102;91194040;;75;3;7;7;75;46;102;18;760;91194040
2015;11;1;2;136;91194040;;73;1;2;2;73;18;136;18;760;91194040
2015;11;1;1;169;91194040;;73;1;1;1;73;14;169;18;760;91194040
2015;11;1;3;359;91194040;;73;1;3;3;73;24;359;18;760;91194040
2015;11;4;12;706;91194040;;76;4;12;12;76;80;706;18;760;91194040
2015;11;1;3;805;91194040;;73;1;3;3;73;25;805;18;760;91194040
2015;11;1;1;904;91194040;;73;1;1;1;73;15;904;18;760;91194040
2015;11;4;12;1209;91194040;;76;4;12;12;76;82;1209;18;760;91194040
2015;11;4;12;1407;91194040;;76;4;12;12;76;83;1407;18;760;91194040
2015;11;1;3;1506;91194040;;73;1;3;3;73;26;1506;18;760;91194040
2015;11;3;7;3163;91194040;;75;3;7;7;75;50;3163;18;760;91194040
2015;11;1;3;3353;91194040;;73;1;3;3;73;28;3353;18;760;91194040
2015;11;4;12;3403;91194040;;76;4;12;12;76;85;3403;18;760;91194040
2015;11;4;12;3809;91194040;;76;4;12;12;76;86;3809;18;760;91194040
2015;11;1;3;4005;91194040;;73;1;3;3;73;29;4005;18;760;91194040
2015;11;3;10;4203;91194040;;75;3;10;10;75;68;4203;18;760;91194040
2015;11;1;3;4658;91194040;;73;1;3;3;73;30;4658;18;760;91194040
2015;11;3;8;4955;91194040;;75;3;8;8;75;58;4955;18;760;91194040
2015;11;3;7;5069;91194040;;75;3;7;7;75;52;5069;18;760;91194040
