ANO;MES;COD_MESO;COD_MICRO;COD_MUNICIPIO;COD_PRODUTO;PRECO
2015;12;2;6;2504;1340022;5080.00
2015;12;2;6;2504;1350010;7000.00
2015;12;2;6;2504;1391060;29000.00
2015;12;2;6;2504;1392010;2100.00
2015;12;2;6;2504;1399060;0
2015;12;2;6;2504;91194040;80.00
2015;12;2;6;3130;1110070;600.00
2015;12;2;6;3130;1130010;40.00
2015;12;2;6;3130;1191040;2450.00
2015;12;2;6;3130;1191040;2200.00
2015;12;2;6;3130;1192050;40.00
2015;12;2;6;3130;1194040;70.00
2015;12;2;6;3130;1310010;900.00
2015;12;2;6;3130;1332080;900.00
2015;12;2;6;3130;1332080;900.00
2015;12;2;6;3130;1333030;530.00
2015;12;2;6;3130;1340021;5500.00
2015;12;2;6;3130;1340022;5500.00
2015;12;2;6;3130;1340022;5300.00
2015;12;2;6;3130;1350010;7200.00
2015;12;2;6;3130;1350010;7200.00
2015;12;2;6;3130;1392010;2100.00
2015;12;2;6;3130;1399060;0
2015;12;2;6;3130;91194040;80.00
2015;12;2;6;3205;1110070;600.00
2015;12;2;6;3205;1130010;40.00
2015;12;2;6;3205;1191040;2450.00
2015;12;2;6;3205;1191040;2450.00
2015;12;2;6;3205;1192050;33.00
2015;12;2;6;3205;1310010;900.00
2015;12;2;6;3205;1331040;2000.00
2015;12;2;6;3205;1331070;470.00
2015;12;2;6;3205;1332080;960.00
2015;12;2;6;3205;1332080;960.00
2015;12;2;6;3205;1332220;1100.00
2015;12;2;6;3205;1332330;500.00
2015;12;2;6;3205;1332340;800.00
2015;12;2;6;3205;1332360;2000.00
2015;12;2;6;3205;1333030;600.00
2015;12;2;6;3205;1340022;5200.00
2015;12;2;6;3205;1340022;5200.00
2015;12;2;6;3205;1350010;8000.00
2015;12;2;6;3205;1391060;28000.00
2015;12;2;6;3205;1392010;2100.00
2015;12;2;6;3205;1399060;0
2015;12;2;6;3205;91194040;80.00
2015;12;2;6;4351;1110070;500.00
2015;12;2;6;4351;1130010;40.00
2015;12;2;6;4351;1191040;2500.00
2015;12;2;6;4351;1191040;2200.00
2015;12;2;6;4351;1192050;40.00
2015;12;2;6;4351;1194040;70.00
2015;12;2;6;4351;1332080;900.00
2015;12;2;6;4351;1332360;1200.00
2015;12;2;6;4351;1333030;480.00
2015;12;2;6;4351;1333030;480.00
2015;12;2;6;4351;1340022;5080.00
2015;12;2;6;4351;1340022;5080.00
2015;12;2;6;4351;1350010;7300.00
2015;12;2;6;4351;1391060;29000.00
2015;12;2;6;4351;1392010;2100.00
2015;12;2;6;4351;91194040;70.00
2015;12;2;6;5010;1110070;500.00
2015;12;2;6;5010;1130010;40.00
2015;12;2;6;5010;1191040;2500.00
2015;12;2;6;5010;1191040;2450.00
2015;12;2;6;5010;1192050;37.00
2015;12;2;6;5010;1194040;80.00
2015;12;2;6;5010;1212100;1500.00
2015;12;2;6;5010;1310010;1000.00
2015;12;2;6;5010;1331040;1000.00
